secid,date,days,impl_volatility,impl_strike,cp_flag,ticker,index_flag
107525,20000309,30,0.57443,113.8421,C,MSFT,0
107525,20000309,30,0.574217,111.0565,C,MSFT,0
107525,20000309,30,0.574752,108.5508,C,MSFT,0
107525,20000309,30,0.574863,106.2171,C,MSFT,0
107525,20000309,30,0.574611,104.0014,C,MSFT,0
107525,20000309,30,0.574859,101.8704,C,MSFT,0
107525,20000309,30,0.57645,99.78344,C,MSFT,0
107525,20000309,30,0.579576,97.69111,C,MSFT,0
107525,20000309,30,0.583276,95.54881,C,MSFT,0
107525,20000309,30,0.586961,93.31599,C,MSFT,0
107525,20000309,30,0.591905,90.92319,C,MSFT,0
107525,20000309,30,0.599326,88.25398,C,MSFT,0
107525,20000309,60,0.576167,126.3735,C,MSFT,0
107525,20000309,60,0.573297,121.4074,C,MSFT,0
107525,20000309,60,0.573078,117.2351,C,MSFT,0
107525,20000309,60,0.573624,113.5215,C,MSFT,0
107525,20000309,60,0.573764,110.0927,C,MSFT,0
107525,20000309,60,0.573543,106.8652,C,MSFT,0
107525,20000309,60,0.573814,103.7884,C,MSFT,0
107525,20000309,60,0.575411,100.8034,C,MSFT,0
107525,20000309,60,0.578524,97.84155,C,MSFT,0
107525,20000309,60,0.582212,94.83602,C,MSFT,0
107525,20000309,60,0.585902,91.73166,C,MSFT,0
107525,20000309,60,0.590859,88.44116,C,MSFT,0
107525,20000309,60,0.598278,84.81588,C,MSFT,0
107525,20000310,30,0.561308,117.7427,C,MSFT,0
107525,20000310,30,0.557608,114.5178,C,MSFT,0
107525,20000310,30,0.556209,111.7707,C,MSFT,0
107525,20000310,30,0.556067,109.3157,C,MSFT,0
107525,20000310,30,0.557057,107.0523,C,MSFT,0
107525,20000310,30,0.558516,104.9023,C,MSFT,0
107525,20000310,30,0.559393,102.8155,C,MSFT,0
107525,20000310,30,0.559801,100.7639,C,MSFT,0
107525,20000310,30,0.560696,98.71659,C,MSFT,0
107525,20000310,30,0.562001,96.63515,C,MSFT,0
107525,20000310,30,0.56294,94.48347,C,MSFT,0
107525,20000310,30,0.564586,92.1997,C,MSFT,0
107525,20000310,30,0.568761,89.66534,C,MSFT,0
107525,20000310,60,0.559974,126.7455,C,MSFT,0
107525,20000310,60,0.556232,121.8606,C,MSFT,0
107525,20000310,60,0.554838,117.753,C,MSFT,0
107525,20000310,60,0.55472,114.1214,C,MSFT,0
107525,20000310,60,0.555734,110.8053,C,MSFT,0
107525,20000310,60,0.557211,107.6835,C,MSFT,0
107525,20000310,60,0.558108,104.6762,C,MSFT,0
107525,20000310,60,0.558538,101.7418,C,MSFT,0
107525,20000310,60,0.559447,98.84014,C,MSFT,0
107525,20000310,60,0.560764,95.91528,C,MSFT,0
107525,20000310,60,0.561741,92.91702,C,MSFT,0
107525,20000310,60,0.56344,89.76688,C,MSFT,0
107525,20000310,60,0.567649,86.31313,C,MSFT,0
107525,20000313,30,0.566976,114.433,C,MSFT,0
107525,20000313,30,0.564928,111.3125,C,MSFT,0
107525,20000313,30,0.564964,108.6386,C,MSFT,0
107525,20000313,30,0.566173,106.2378,C,MSFT,0
107525,20000313,30,0.567993,104.0087,C,MSFT,0
107525,20000313,30,0.569855,101.8826,C,MSFT,0
107525,20000313,30,0.571763,99.81991,C,MSFT,0
107525,20000313,30,0.574023,97.78657,C,MSFT,0
107525,20000313,30,0.57649,95.74615,C,MSFT,0
107525,20000313,30,0.578808,93.6655,C,MSFT,0
107525,20000313,30,0.58155,91.50172,C,MSFT,0
107525,20000313,30,0.586102,89.1811,C,MSFT,0
107525,20000313,30,0.593884,86.58076,C,MSFT,0
107525,20000313,60,0.563192,123.1575,C,MSFT,0
107525,20000313,60,0.561083,118.4556,C,MSFT,0
107525,20000313,60,0.561129,114.4791,C,MSFT,0
107525,20000313,60,0.562368,110.9465,C,MSFT,0
107525,20000313,60,0.564231,107.6965,C,MSFT,0
107525,20000313,60,0.566138,104.623,C,MSFT,0
107525,20000313,60,0.56809,101.665,C,MSFT,0
107525,20000313,60,0.570376,98.77262,C,MSFT,0
107525,20000313,60,0.572882,95.89571,C,MSFT,0
107525,20000313,60,0.575256,92.98525,C,MSFT,0
107525,20000313,60,0.578054,89.98586,C,MSFT,0
107525,20000313,60,0.582634,86.80468,C,MSFT,0
107525,20000313,60,0.590399,83.28502,C,MSFT,0
107525,20000314,30,0.569641,111.1632,C,MSFT,0
107525,20000314,30,0.567289,108.1101,C,MSFT,0
107525,20000314,30,0.566985,105.4953,C,MSFT,0
107525,20000314,30,0.567279,103.1409,C,MSFT,0
107525,20000314,30,0.568156,100.9612,C,MSFT,0
107525,20000314,30,0.569802,98.89504,C,MSFT,0
107525,20000314,30,0.572433,96.89631,C,MSFT,0
107525,20000314,30,0.576027,94.92166,C,MSFT,0
107525,20000314,30,0.580573,92.92941,C,MSFT,0
107525,20000314,30,0.585394,90.88177,C,MSFT,0
107525,20000314,30,0.589725,88.74471,C,MSFT,0
107525,20000314,30,0.595072,86.45393,C,MSFT,0
107525,20000314,30,0.603788,83.88249,C,MSFT,0
107525,20000314,60,0.564178,119.5994,C,MSFT,0
107525,20000314,60,0.561824,115.0153,C,MSFT,0
107525,20000314,60,0.561632,111.1412,C,MSFT,0
107525,20000314,60,0.562068,107.6871,C,MSFT,0
107525,20000314,60,0.563049,104.5162,C,MSFT,0
107525,20000314,60,0.564732,101.5363,C,MSFT,0
107525,20000314,60,0.56734,98.67874,C,MSFT,0
107525,20000314,60,0.570911,95.88019,C,MSFT,0
107525,20000314,60,0.575376,93.08345,C,MSFT,0
107525,20000314,60,0.58014,90.2332,C,MSFT,0
107525,20000314,60,0.58454,87.28236,C,MSFT,0
107525,20000314,60,0.590036,84.15034,C,MSFT,0
107525,20000314,60,0.598851,80.67799,C,MSFT,0
107525,20000315,30,0.559749,111.1407,C,MSFT,0
107525,20000315,30,0.556964,108.1284,C,MSFT,0
107525,20000315,30,0.55618,105.5502,C,MSFT,0
107525,20000315,30,0.556196,103.2345,C,MSFT,0
107525,20000315,30,0.556966,101.0939,C,MSFT,0
107525,20000315,30,0.558781,99.0668,C,MSFT,0
107525,20000315,30,0.561837,97.10484,C,MSFT,0
107525,20000315,30,0.565117,95.16167,C,MSFT,0
107525,20000315,30,0.567746,93.20586,C,MSFT,0
107525,20000315,30,0.57029,91.20913,C,MSFT,0
107525,20000315,30,0.573606,89.12694,C,MSFT,0
107525,20000315,30,0.578257,86.89472,C,MSFT,0
107525,20000315,30,0.584064,84.42458,C,MSFT,0
107525,20000315,60,0.552488,119.3126,C,MSFT,0
107525,20000315,60,0.549892,114.8208,C,MSFT,0
107525,20000315,60,0.54927,111.0195,C,MSFT,0
107525,20000315,60,0.549297,107.6332,C,MSFT,0
107525,20000315,60,0.549987,104.5293,C,MSFT,0
107525,20000315,60,0.551686,101.6176,C,MSFT,0
107525,20000315,60,0.554609,98.8257,C,MSFT,0
107525,20000315,60,0.557897,96.08351,C,MSFT,0
107525,20000315,60,0.560621,93.34452,C,MSFT,0
107525,20000315,60,0.563338,90.56853,C,MSFT,0
107525,20000315,60,0.566832,87.69825,C,MSFT,0
107525,20000315,60,0.571561,84.65277,C,MSFT,0
107525,20000315,60,0.577424,81.31828,C,MSFT,0
107525,20000316,30,0.556296,111.0347,C,MSFT,0
107525,20000316,30,0.552947,108.0287,C,MSFT,0
107525,20000316,30,0.552217,105.4722,C,MSFT,0
107525,20000316,30,0.552773,103.1833,C,MSFT,0
107525,20000316,30,0.554097,101.0634,C,MSFT,0
107525,20000316,30,0.556289,99.05033,C,MSFT,0
107525,20000316,30,0.559548,97.09827,C,MSFT,0
107525,20000316,30,0.562827,95.16302,C,MSFT,0
107525,20000316,30,0.565343,93.21523,C,MSFT,0
107525,20000316,30,0.568041,91.22565,C,MSFT,0
107525,20000316,30,0.572152,89.14369,C,MSFT,0
107525,20000316,30,0.578073,86.90034,C,MSFT,0
107525,20000316,30,0.585401,84.40594,C,MSFT,0
107525,20000316,60,0.546477,119.0084,C,MSFT,0
107525,20000316,60,0.54329,114.5505,C,MSFT,0
107525,20000316,60,0.542659,110.8024,C,MSFT,0
107525,20000316,60,0.54325,107.4777,C,MSFT,0
107525,20000316,60,0.54456,104.4244,C,MSFT,0
107525,20000316,60,0.546621,101.5492,C,MSFT,0
107525,20000316,60,0.549658,98.78549,C,MSFT,0
107525,20000316,60,0.55289,96.06818,C,MSFT,0
107525,20000316,60,0.55544,93.35381,C,MSFT,0
107525,20000316,60,0.558289,90.60168,C,MSFT,0
107525,20000316,60,0.562636,87.7461,C,MSFT,0
107525,20000316,60,0.56869,84.70007,C,MSFT,0
107525,20000316,60,0.576088,81.34851,C,MSFT,0
107525,20000317,30,0.547721,115.4098,C,MSFT,0
107525,20000317,30,0.542904,112.2925,C,MSFT,0
107525,20000317,30,0.540004,109.6363,C,MSFT,0
107525,20000317,30,0.537424,107.257,C,MSFT,0
107525,20000317,30,0.535146,105.0701,C,MSFT,0
107525,20000317,30,0.53359,103.0175,C,MSFT,0
107525,20000317,30,0.533344,101.0537,C,MSFT,0
107525,20000317,30,0.535638,99.13174,C,MSFT,0
107525,20000317,30,0.54071,97.19186,C,MSFT,0
107525,20000317,30,0.546004,95.18939,C,MSFT,0
107525,20000317,30,0.549798,93.1012,C,MSFT,0
107525,20000317,30,0.552877,90.88279,C,MSFT,0
107525,20000317,30,0.555745,88.45649,C,MSFT,0
107525,20000317,60,0.535152,123.4011,C,MSFT,0
107525,20000317,60,0.530915,118.8254,C,MSFT,0
107525,20000317,60,0.528526,114.9636,C,MSFT,0
107525,20000317,60,0.526431,111.53,C,MSFT,0
107525,20000317,60,0.524569,108.3937,C,MSFT,0
107525,20000317,60,0.52318,105.4677,C,MSFT,0
107525,20000317,60,0.52292,102.6896,C,MSFT,0
107525,20000317,60,0.524905,99.99535,C,MSFT,0
107525,20000317,60,0.529433,97.30672,C,MSFT,0
107525,20000317,60,0.53448,94.55425,C,MSFT,0
107525,20000317,60,0.538238,91.70234,C,MSFT,0
107525,20000317,60,0.541377,88.69599,C,MSFT,0
107525,20000317,60,0.544496,85.43321,C,MSFT,0
107525,20000320,30,0.526957,112.4203,C,MSFT,0
107525,20000320,30,0.523185,109.5205,C,MSFT,0
107525,20000320,30,0.522669,107.0705,C,MSFT,0
107525,20000320,30,0.522832,104.8639,C,MSFT,0
107525,20000320,30,0.523773,102.821,C,MSFT,0
107525,20000320,30,0.52551,100.8808,C,MSFT,0
107525,20000320,30,0.528001,98.99834,C,MSFT,0
107525,20000320,30,0.53145,97.13491,C,MSFT,0
107525,20000320,30,0.534195,95.25491,C,MSFT,0
107525,20000320,30,0.535188,93.34172,C,MSFT,0
107525,20000320,30,0.53632,91.359,C,MSFT,0
107525,20000320,30,0.540392,89.22033,C,MSFT,0
107525,20000320,30,0.548252,86.80492,C,MSFT,0
107525,20000320,60,0.513924,119.8298,C,MSFT,0
107525,20000320,60,0.512553,115.6728,C,MSFT,0
107525,20000320,60,0.512696,112.1237,C,MSFT,0
107525,20000320,60,0.513443,108.9471,C,MSFT,0
107525,20000320,60,0.514107,106.0076,C,MSFT,0
107525,20000320,60,0.514628,103.2289,C,MSFT,0
107525,20000320,60,0.515724,100.5652,C,MSFT,0
107525,20000320,60,0.518141,97.96377,C,MSFT,0
107525,20000320,60,0.5213,95.36488,C,MSFT,0
107525,20000320,60,0.524051,92.72198,C,MSFT,0
107525,20000320,60,0.52629,89.99493,C,MSFT,0
107525,20000320,60,0.528437,87.12345,C,MSFT,0
107525,20000320,60,0.530897,84.00565,C,MSFT,0
107525,20000321,30,0.519383,118.3719,C,MSFT,0
107525,20000321,30,0.514925,115.342,C,MSFT,0
107525,20000321,30,0.514256,112.7986,C,MSFT,0
107525,20000321,30,0.514462,110.5118,C,MSFT,0
107525,20000321,30,0.514453,108.3812,C,MSFT,0
107525,20000321,30,0.514172,106.3555,C,MSFT,0
107525,20000321,30,0.513927,104.4011,C,MSFT,0
107525,20000321,30,0.513938,102.4854,C,MSFT,0
107525,20000321,30,0.514677,100.572,C,MSFT,0
107525,20000321,30,0.516913,98.61634,C,MSFT,0
107525,20000321,30,0.520784,96.56332,C,MSFT,0
107525,20000321,30,0.525487,94.35645,C,MSFT,0
107525,20000321,30,0.531999,91.89119,C,MSFT,0
107525,20000321,60,0.500571,125.7284,C,MSFT,0
107525,20000321,60,0.497227,121.3918,C,MSFT,0
107525,20000321,60,0.495578,117.7149,C,MSFT,0
107525,20000321,60,0.494864,114.4503,C,MSFT,0
107525,20000321,60,0.494284,111.4474,C,MSFT,0
107525,20000321,60,0.494329,108.6306,C,MSFT,0
107525,20000321,60,0.495631,105.9384,C,MSFT,0
107525,20000321,60,0.49805,103.303,C,MSFT,0
107525,20000321,60,0.501197,100.6661,C,MSFT,0
107525,20000321,60,0.504688,97.97549,C,MSFT,0
107525,20000321,60,0.50817,95.18189,C,MSFT,0
107525,20000321,60,0.511752,92.2209,C,MSFT,0
107525,20000321,60,0.516574,88.96676,C,MSFT,0
107525,20000322,30,0.484509,117.7818,C,MSFT,0
107525,20000322,30,0.481536,115.0001,C,MSFT,0
107525,20000322,30,0.480349,112.6152,C,MSFT,0
107525,20000322,30,0.480446,110.4795,C,MSFT,0
107525,20000322,30,0.481895,108.5069,C,MSFT,0
107525,20000322,30,0.484259,106.6273,C,MSFT,0
107525,20000322,30,0.486163,104.79,C,MSFT,0
107525,20000322,30,0.487611,102.9706,C,MSFT,0
107525,20000322,30,0.489035,101.1432,C,MSFT,0
107525,20000322,30,0.490469,99.27795,C,MSFT,0
107525,20000322,30,0.492637,97.33116,C,MSFT,0
107525,20000322,30,0.496024,95.24008,C,MSFT,0
107525,20000322,30,0.500559,92.91808,C,MSFT,0
107525,20000322,60,0.484724,125.4965,C,MSFT,0
107525,20000322,60,0.481796,121.317,C,MSFT,0
107525,20000322,60,0.479116,117.718,C,MSFT,0
107525,20000322,60,0.477683,114.5406,C,MSFT,0
107525,20000322,60,0.478005,111.6563,C,MSFT,0
107525,20000322,60,0.479095,108.9407,C,MSFT,0
107525,20000322,60,0.479857,106.3186,C,MSFT,0
107525,20000322,60,0.480165,103.7503,C,MSFT,0
107525,20000322,60,0.480867,101.2005,C,MSFT,0
107525,20000322,60,0.483148,98.61092,C,MSFT,0
107525,20000322,60,0.487194,95.90736,C,MSFT,0
107525,20000322,60,0.492612,93.0084,C,MSFT,0
107525,20000322,60,0.499965,89.78265,C,MSFT,0
107525,20000323,30,0.501498,128.2356,C,MSFT,0
107525,20000323,30,0.496805,125.0543,C,MSFT,0
107525,20000323,30,0.494179,122.3466,C,MSFT,0
107525,20000323,30,0.494017,119.9555,C,MSFT,0
107525,20000323,30,0.496297,117.7645,C,MSFT,0
107525,20000323,30,0.498732,115.6644,C,MSFT,0
107525,20000323,30,0.498859,113.604,C,MSFT,0
107525,20000323,30,0.497337,111.5791,C,MSFT,0
107525,20000323,30,0.496869,109.5666,C,MSFT,0
107525,20000323,30,0.49887,107.51,C,MSFT,0
107525,20000323,30,0.50305,105.3434,C,MSFT,0
107525,20000323,30,0.5105,102.9709,C,MSFT,0
107525,20000323,30,0.527748,100.1382,C,MSFT,0
107525,20000323,60,0.484368,135.9638,C,MSFT,0
107525,20000323,60,0.48266,131.4955,C,MSFT,0
107525,20000323,60,0.481767,127.6543,C,MSFT,0
107525,20000323,60,0.481821,124.2335,C,MSFT,0
107525,20000323,60,0.482477,121.0857,C,MSFT,0
107525,20000323,60,0.482932,118.1038,C,MSFT,0
107525,20000323,60,0.482899,115.2313,C,MSFT,0
107525,20000323,60,0.48283,112.4291,C,MSFT,0
107525,20000323,60,0.483429,109.6512,C,MSFT,0
107525,20000323,60,0.48508,106.836,C,MSFT,0
107525,20000323,60,0.487841,103.9134,C,MSFT,0
107525,20000323,60,0.49262,100.7809,C,MSFT,0
107525,20000323,60,0.502377,97.22499,C,MSFT,0
107525,20000324,30,0.524196,128.8485,C,MSFT,0
107525,20000324,30,0.518545,125.486,C,MSFT,0
107525,20000324,30,0.516706,122.672,C,MSFT,0
107525,20000324,30,0.517317,120.1807,C,MSFT,0
107525,20000324,30,0.519277,117.8778,C,MSFT,0
107525,20000324,30,0.521309,115.6752,C,MSFT,0
107525,20000324,30,0.522526,113.5275,C,MSFT,0
107525,20000324,30,0.52355,111.4105,C,MSFT,0
107525,20000324,30,0.525744,109.2874,C,MSFT,0
107525,20000324,30,0.529814,107.1044,C,MSFT,0
107525,20000324,30,0.534862,104.808,C,MSFT,0
107525,20000324,30,0.541522,102.3214,C,MSFT,0
107525,20000324,30,0.555791,99.42108,C,MSFT,0
107525,20000324,60,0.491147,136.1305,C,MSFT,0
107525,20000324,60,0.488916,131.5716,C,MSFT,0
107525,20000324,60,0.488126,127.6833,C,MSFT,0
107525,20000324,60,0.488663,124.2314,C,MSFT,0
107525,20000324,60,0.490142,121.0577,C,MSFT,0
107525,20000324,60,0.492158,118.0539,C,MSFT,0
107525,20000324,60,0.493746,115.1436,C,MSFT,0
107525,20000324,60,0.494235,112.2833,C,MSFT,0
107525,20000324,60,0.494407,109.4455,C,MSFT,0
107525,20000324,60,0.495491,106.5777,C,MSFT,0
107525,20000324,60,0.498198,103.6025,C,MSFT,0
107525,20000324,60,0.503252,100.4117,C,MSFT,0
107525,20000324,60,0.512381,96.81626,C,MSFT,0
107525,20000327,30,0.574856,121.8094,C,MSFT,0
107525,20000327,30,0.566576,118.2656,C,MSFT,0
107525,20000327,30,0.561507,115.3006,C,MSFT,0
107525,20000327,30,0.55835,112.691,C,MSFT,0
107525,20000327,30,0.557429,110.3232,C,MSFT,0
107525,20000327,30,0.558878,108.106,C,MSFT,0
107525,20000327,30,0.561226,105.9612,C,MSFT,0
107525,20000327,30,0.56302,103.8415,C,MSFT,0
107525,20000327,30,0.564955,101.7169,C,MSFT,0
107525,20000327,30,0.568036,99.54491,C,MSFT,0
107525,20000327,30,0.572654,97.268,C,MSFT,0
107525,20000327,30,0.577755,94.82953,C,MSFT,0
107525,20000327,30,0.582313,92.15829,C,MSFT,0
107525,20000327,60,0.513549,128.0533,C,MSFT,0
107525,20000327,60,0.51114,123.5683,C,MSFT,0
107525,20000327,60,0.510281,119.7516,C,MSFT,0
107525,20000327,60,0.510401,116.3572,C,MSFT,0
107525,20000327,60,0.511525,113.2459,C,MSFT,0
107525,20000327,60,0.512417,110.2977,C,MSFT,0
107525,20000327,60,0.512307,107.4528,C,MSFT,0
107525,20000327,60,0.512853,104.6847,C,MSFT,0
107525,20000327,60,0.515597,101.9359,C,MSFT,0
107525,20000327,60,0.519874,99.13019,C,MSFT,0
107525,20000327,60,0.524704,96.2056,C,MSFT,0
107525,20000327,60,0.530226,93.08624,C,MSFT,0
107525,20000327,60,0.537328,89.63873,C,MSFT,0
107525,20000328,30,0.591082,122.6773,C,MSFT,0
107525,20000328,30,0.582608,119.0088,C,MSFT,0
107525,20000328,30,0.57889,115.9753,C,MSFT,0
107525,20000328,30,0.577764,113.3077,C,MSFT,0
107525,20000328,30,0.577764,110.8576,C,MSFT,0
107525,20000328,30,0.577844,108.5366,C,MSFT,0
107525,20000328,30,0.577927,106.2995,C,MSFT,0
107525,20000328,30,0.578093,104.1086,C,MSFT,0
107525,20000328,30,0.579086,101.9249,C,MSFT,0
107525,20000328,30,0.582631,99.69259,C,MSFT,0
107525,20000328,30,0.590737,97.3215,C,MSFT,0
107525,20000328,30,0.605536,94.67622,C,MSFT,0
107525,20000328,30,0.632229,91.50156,C,MSFT,0
107525,20000328,60,0.534199,129.4987,C,MSFT,0
107525,20000328,60,0.529223,124.6718,C,MSFT,0
107525,20000328,60,0.526232,120.6108,C,MSFT,0
107525,20000328,60,0.524831,117.0434,C,MSFT,0
107525,20000328,60,0.524671,113.7985,C,MSFT,0
107525,20000328,60,0.525082,110.7534,C,MSFT,0
107525,20000328,60,0.52561,107.8329,C,MSFT,0
107525,20000328,60,0.526705,104.986,C,MSFT,0
107525,20000328,60,0.529212,102.1571,C,MSFT,0
107525,20000328,60,0.533656,99.27265,C,MSFT,0
107525,20000328,60,0.540429,96.24682,C,MSFT,0
107525,20000328,60,0.550446,92.96169,C,MSFT,0
107525,20000328,60,0.566177,89.20644,C,MSFT,0
107525,20000329,30,0.575596,125.4955,C,MSFT,0
107525,20000329,30,0.568602,121.8777,C,MSFT,0
107525,20000329,30,0.563975,118.822,C,MSFT,0
107525,20000329,30,0.560388,116.1135,C,MSFT,0
107525,20000329,30,0.557473,113.6381,C,MSFT,0
107525,20000329,30,0.555513,111.323,C,MSFT,0
107525,20000329,30,0.554465,109.1106,C,MSFT,0
107525,20000329,30,0.554026,106.9516,C,MSFT,0
107525,20000329,30,0.553257,104.8054,C,MSFT,0
107525,20000329,30,0.55098,102.6483,C,MSFT,0
107525,20000329,30,0.548045,100.4477,C,MSFT,0
107525,20000329,30,0.545581,98.14229,C,MSFT,0
107525,20000329,30,0.543049,95.65688,C,MSFT,0
107525,20000329,60,0.525303,132.562,C,MSFT,0
107525,20000329,60,0.519814,127.6753,C,MSFT,0
107525,20000329,60,0.51673,123.5844,C,MSFT,0
107525,20000329,60,0.514928,119.982,C,MSFT,0
107525,20000329,60,0.513559,116.6911,C,MSFT,0
107525,20000329,60,0.51245,113.6105,C,MSFT,0
107525,20000329,60,0.511483,110.6719,C,MSFT,0
107525,20000329,60,0.510462,107.8199,C,MSFT,0
107525,20000329,60,0.509429,105.0091,C,MSFT,0
107525,20000329,60,0.508684,102.1891,C,MSFT,0
107525,20000329,60,0.508665,99.29799,C,MSFT,0
107525,20000329,60,0.509616,96.25408,C,MSFT,0
107525,20000329,60,0.511313,92.94554,C,MSFT,0
107525,20000330,30,0.6202,122.6093,C,MSFT,0
107525,20000330,30,0.612016,118.7831,C,MSFT,0
107525,20000330,30,0.606904,115.5755,C,MSFT,0
107525,20000330,30,0.603563,112.7507,C,MSFT,0
107525,20000330,30,0.601143,110.1725,C,MSFT,0
107525,20000330,30,0.598993,107.753,C,MSFT,0
107525,20000330,30,0.597275,105.4423,C,MSFT,0
107525,20000330,30,0.595998,103.1951,C,MSFT,0
107525,20000330,30,0.596203,100.9664,C,MSFT,0
107525,20000330,30,0.598761,98.69757,C,MSFT,0
107525,20000330,30,0.603738,96.31952,C,MSFT,0
107525,20000330,30,0.610238,93.76174,C,MSFT,0
107525,20000330,30,0.617777,90.92823,C,MSFT,0
107525,20000330,60,0.549218,129.1654,C,MSFT,0
107525,20000330,60,0.544835,124.2497,C,MSFT,0
107525,20000330,60,0.54231,120.1042,C,MSFT,0
107525,20000330,60,0.540555,116.4357,C,MSFT,0
107525,20000330,60,0.539447,113.0917,C,MSFT,0
107525,20000330,60,0.539324,109.9733,C,MSFT,0
107525,20000330,60,0.54049,107.0019,C,MSFT,0
107525,20000330,60,0.543033,104.1039,C,MSFT,0
107525,20000330,60,0.545796,101.2135,C,MSFT,0
107525,20000330,60,0.546997,98.29065,C,MSFT,0
107525,20000330,60,0.547317,95.29959,C,MSFT,0
107525,20000330,60,0.549554,92.14005,C,MSFT,0
107525,20000330,60,0.555313,88.64319,C,MSFT,0
107525,20000331,30,0.615072,125.8309,C,MSFT,0
107525,20000331,30,0.608415,121.9798,C,MSFT,0
107525,20000331,30,0.604419,118.731,C,MSFT,0
107525,20000331,30,0.600955,115.8384,C,MSFT,0
107525,20000331,30,0.597611,113.188,C,MSFT,0
107525,20000331,30,0.594789,110.7104,C,MSFT,0
107525,20000331,30,0.592778,108.3512,C,MSFT,0
107525,20000331,30,0.592123,106.0601,C,MSFT,0
107525,20000331,30,0.59239,103.7841,C,MSFT,0
107525,20000331,30,0.59388,101.4732,C,MSFT,0
107525,20000331,30,0.597967,99.05626,C,MSFT,0
107525,20000331,30,0.605415,96.43631,C,MSFT,0
107525,20000331,30,0.617966,93.4539,C,MSFT,0
107525,20000331,60,0.556383,133.1705,C,MSFT,0
107525,20000331,60,0.552082,128.0434,C,MSFT,0
107525,20000331,60,0.550731,123.7604,C,MSFT,0
107525,20000331,60,0.550476,119.9673,C,MSFT,0
107525,20000331,60,0.550015,116.4744,C,MSFT,0
107525,20000331,60,0.549288,113.191,C,MSFT,0
107525,20000331,60,0.549076,110.0632,C,MSFT,0
107525,20000331,60,0.549892,107.0286,C,MSFT,0
107525,20000331,60,0.551334,104.0219,C,MSFT,0
107525,20000331,60,0.552862,100.986,C,MSFT,0
107525,20000331,60,0.554556,97.86421,C,MSFT,0
107525,20000331,60,0.557504,94.56599,C,MSFT,0
107525,20000331,60,0.564069,90.91052,C,MSFT,0
107525,20000403,30,0.602778,107.2391,C,MSFT,0
107525,20000403,30,0.593369,103.9496,C,MSFT,0
107525,20000403,30,0.587559,101.2106,C,MSFT,0
107525,20000403,30,0.584731,98.82168,C,MSFT,0
107525,20000403,30,0.584854,96.66078,C,MSFT,0
107525,20000403,30,0.586041,94.62125,C,MSFT,0
107525,20000403,30,0.586973,92.64736,C,MSFT,0
107525,20000403,30,0.586937,90.70806,C,MSFT,0
107525,20000403,30,0.584581,88.78406,C,MSFT,0
107525,20000403,30,0.581498,86.85754,C,MSFT,0
107525,20000403,30,0.581227,84.86818,C,MSFT,0
107525,20000403,30,0.583891,82.73965,C,MSFT,0
107525,20000403,30,0.588347,80.38708,C,MSFT,0
107525,20000403,60,0.581781,115.1688,C,MSFT,0
107525,20000403,60,0.574027,110.4018,C,MSFT,0
107525,20000403,60,0.56931,106.4561,C,MSFT,0
107525,20000403,60,0.566941,103.0308,C,MSFT,0
107525,20000403,60,0.566987,99.95271,C,MSFT,0
107525,20000403,60,0.568405,97.07954,C,MSFT,0
107525,20000403,60,0.56895,94.31161,C,MSFT,0
107525,20000403,60,0.567861,91.61121,C,MSFT,0
107525,20000403,60,0.565723,88.95826,C,MSFT,0
107525,20000403,60,0.56372,86.31509,C,MSFT,0
107525,20000403,60,0.564023,83.60977,C,MSFT,0
107525,20000403,60,0.567789,80.73389,C,MSFT,0
107525,20000403,60,0.573681,77.57276,C,MSFT,0
107525,20000404,30,0.553342,103.027,C,MSFT,0
107525,20000404,30,0.540322,100.0213,C,MSFT,0
107525,20000404,30,0.532923,97.58089,C,MSFT,0
107525,20000404,30,0.529022,95.47095,C,MSFT,0
107525,20000404,30,0.527402,93.56136,C,MSFT,0
107525,20000404,30,0.52722,91.76971,C,MSFT,0
107525,20000404,30,0.527601,90.04347,C,MSFT,0
107525,20000404,30,0.528266,88.34801,C,MSFT,0
107525,20000404,30,0.529077,86.653,C,MSFT,0
107525,20000404,30,0.529017,84.935,C,MSFT,0
107525,20000404,30,0.527168,83.17779,C,MSFT,0
107525,20000404,30,0.522978,81.36323,C,MSFT,0
107525,20000404,30,0.516036,79.45869,C,MSFT,0
107525,20000404,60,0.544031,110.4074,C,MSFT,0
107525,20000404,60,0.53255,105.971,C,MSFT,0
107525,20000404,60,0.525673,102.3789,C,MSFT,0
107525,20000404,60,0.52198,99.29881,C,MSFT,0
107525,20000404,60,0.520457,96.53577,C,MSFT,0
107525,20000404,60,0.520219,93.96474,C,MSFT,0
107525,20000404,60,0.520843,91.51038,C,MSFT,0
107525,20000404,60,0.521936,89.11601,C,MSFT,0
107525,20000404,60,0.52303,86.73795,C,MSFT,0
107525,20000404,60,0.523169,84.34182,C,MSFT,0
107525,20000404,60,0.521561,81.90518,C,MSFT,0
107525,20000404,60,0.517951,79.40039,C,MSFT,0
107525,20000404,60,0.511827,76.78197,C,MSFT,0
107525,20000405,30,0.557249,100.5949,C,MSFT,0
107525,20000405,30,0.54849,97.74075,C,MSFT,0
107525,20000405,30,0.544109,95.37806,C,MSFT,0
107525,20000405,30,0.541469,93.29202,C,MSFT,0
107525,20000405,30,0.54026,91.38721,C,MSFT,0
107525,20000405,30,0.540378,89.59712,C,MSFT,0
107525,20000405,30,0.541837,87.87432,C,MSFT,0
